timestamp,date,region,magnitude,place,detail_url
2024-02-11T01:11:04.580000Z,2024-02-11,California,2.91,"4 km NE of Westmorland, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40665480
2024-02-11T04:39:08.020000Z,2024-02-11,Alaska,2.6,"28 km NNE of Chickaloon, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241xj6om8
2024-02-11T07:44:29.988000Z,2024-02-11,Alaska,2.8,"46 km E of Port Alsworth, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241xl03pj
2024-02-11T10:39:31.880000Z,2024-02-11,California,2.74,"15 km NNW of Petrolia, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74001081
2024-02-11T12:55:20.018000Z,2024-02-11,Alaska,2.6,"67 km ENE of Teller, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241xo1lxd
2024-02-11T16:16:30.305000Z,2024-02-11,Alaska,2.9,"50 km SW of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg7e
2024-02-11T16:36:38.690000Z,2024-02-11,California,2.83,"83 km SW of San Clemente Is. (NW tip), CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40665880
2024-02-11T18:38:10.609000Z,2024-02-11,Alaska,2.6,"106 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg7n
2024-02-11T19:34:55.024000Z,2024-02-11,Alaska,2.6,"19 km WSW of Womens Bay, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241xs37sk
2024-02-12T04:31:07.827000Z,2024-02-12,Alaska,2.6,"149 km SW of Akhiok, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241z6obeo
2024-02-12T07:02:54.386000Z,2024-02-12,Alaska,2.7,"218 km SSE of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg70
2024-02-12T08:36:25.460000Z,2024-02-12,California,4.81,"3 km NNW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666288
2024-02-12T08:37:47.540000Z,2024-02-12,California,3.63,"2 km NNW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666296
2024-02-12T08:38:13.420000Z,2024-02-12,California,3.49,"4 km SSW of Imperial, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666304
2024-02-12T08:38:25.950000Z,2024-02-12,California,3.56,"3 km NW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666312
2024-02-12T08:38:34.290000Z,2024-02-12,California,4.05,"4 km SSW of Imperial, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666320
2024-02-12T08:39:19.200000Z,2024-02-12,California,3.26,"0 km NNW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666328
2024-02-12T08:40:05.120000Z,2024-02-12,California,2.92,"0 km NNW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666336
2024-02-12T08:41:34.470000Z,2024-02-12,California,2.93,"3 km SSW of Imperial, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666344
2024-02-12T08:42:48.620000Z,2024-02-12,California,4.56,"2 km NNW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666368
2024-02-12T08:43:52.880000Z,2024-02-12,California,3.4,"0 km SW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666376
2024-02-12T08:59:51.690000Z,2024-02-12,California,3.9,"1 km NNW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666488
2024-02-12T09:01:15.080000Z,2024-02-12,California,2.68,"1 km S of Imperial, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci37623988
2024-02-12T09:30:33.630000Z,2024-02-12,California,2.79,"2 km NW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40666688
2024-02-12T09:38:14.113000Z,2024-02-12,Alaska,2.7,"44 km W of Nanwalek, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241z9ozll
2024-02-12T10:18:35.990000Z,2024-02-12,California,3.67,"1 km E of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40667016
2024-02-12T10:18:44.260000Z,2024-02-12,California,3.7,"2 km E of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci37623804
2024-02-12T10:25:25.410000Z,2024-02-12,California,2.64,"4 km SSW of Imperial, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40667048
2024-02-12T11:33:29.880000Z,2024-02-12,California,2.83,"3 km NNW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40667288
2024-02-12T11:46:14.058000Z,2024-02-12,Alaska,4.0,"45 km SE of Pope-Vannoy Landing, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241zaxkto
2024-02-12T14:04:01.040000Z,2024-02-12,California,3.3,"1 km SSE of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40667680
2024-02-12T14:04:36.250000Z,2024-02-12,California,2.56,"0 km NE of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci37624452
2024-02-12T14:15:21.720000Z,2024-02-12,California,3.48,"1 km SE of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40667752
2024-02-12T14:34:34.180000Z,2024-02-12,California,2.57,"1 km SSE of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40667824
2024-02-12T14:42:46.180000Z,2024-02-12,California,2.79,"3 km NW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40667856
2024-02-12T14:46:07.760000Z,2024-02-12,California,2.64,"2 km SE of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40667880
2024-02-12T15:03:11.050000Z,2024-02-12,California,2.64,"4 km NW of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40667928
2024-02-12T15:05:01.196000Z,2024-02-12,Alaska,3.5,"26 km N of Ouzinkie, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241zd2i03
2024-02-12T17:36:35.860000Z,2024-02-12,California,2.57,"1 km SSE of El Centro, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40668104
2024-02-12T18:26:32.164000Z,2024-02-12,Alaska,2.9,"79 km W of Karluk, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241zezd70
2024-02-12T20:09:38.955000Z,2024-02-12,Alaska,2.7,"99 km SE of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg5w
2024-02-12T22:16:13.758000Z,2024-02-12,Alaska,3.0,"68 km ESE of New Allakaket, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0241zhax19
2024-02-12T23:54:43.500000Z,2024-02-12,California,3.55,"4 km E of Round Valley, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74001951
2024-02-13T03:46:49.253000Z,2024-02-13,Alaska,2.9,"16 km SSW of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfym
2024-02-13T05:58:28.933000Z,2024-02-13,Alaska,3.1,"218 km SE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyvi
2024-02-13T10:04:40.084000Z,2024-02-13,Alaska,2.8,"63 km SE of Denali National Park, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02420xmjqx
2024-02-13T13:15:42.341000Z,2024-02-13,Alaska,3.4,"200 km SE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lywe
2024-02-13T13:43:31.090000Z,2024-02-13,Alaska,2.7,"55 km ESE of King Salmon, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02420zn6rs
2024-02-13T13:44:22.764000Z,2024-02-13,Alaska,3.3,"259 km SE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgiv
2024-02-13T14:12:32.720000Z,2024-02-13,Alaska,3.0,"116 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgiw
2024-02-13T14:52:46.683000Z,2024-02-13,California,2.9,"57 km SSE of Imlay, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00873352
2024-02-13T15:10:29.222000Z,2024-02-13,Alaska,2.5,"11 km SSE of Clam Gulch, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024210mz88
2024-02-13T15:26:58.780000Z,2024-02-13,California,2.6,"11 km NNW of Virginia City, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00873356
2024-02-13T20:34:25.888000Z,2024-02-13,Alaska,2.6,"169 km NNE of Yakutat, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz04
2024-02-14T03:24:17.742000Z,2024-02-14,Alaska,2.6,"31 km NNE of Chase, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02422h43m0
2024-02-14T07:06:30Z,2024-02-14,California,3.0,"11 km NNW of Virginia City, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00873424
2024-02-14T07:49:18.520000Z,2024-02-14,California,2.53,"10 km N of Westmorland, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40669608
2024-02-14T07:53:13.600000Z,2024-02-14,California,4.04,"10 km N of Westmorland, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40669624
2024-02-14T07:56:21.310000Z,2024-02-14,California,2.58,"10 km W of Calipatria, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40669640
2024-02-14T08:58:43.166000Z,2024-02-14,Alaska,3.9,"47 km NNE of Tanana, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02422kaly9
2024-02-14T09:10:43.121000Z,2024-02-14,Alaska,2.7,"95 km S of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgnp
2024-02-14T15:38:19.011000Z,2024-02-14,Alaska,2.5,"45 km N of Larsen Bay, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02422ocaz1
2024-02-14T18:13:56.257000Z,2024-02-14,Alaska,2.5,"85 km N of Chickaloon, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02422pzbsq
2024-02-14T21:43:36.838000Z,2024-02-14,Alaska,4.7,"57 km N of Petersville, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02422ry0ln
2024-02-14T23:20:38.978000Z,2024-02-14,Alaska,3.2,"190 km SE of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02422szygp
2024-02-15T00:26:54.148000Z,2024-02-15,Alaska,2.8,"229 km SSE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg9a
2024-02-15T00:31:47.950000Z,2024-02-15,California,2.73,"4 km E of Round Valley, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74002916
2024-02-15T23:04:46.543000Z,2024-02-15,Alaska,2.8,"65 km E of Port Alsworth, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02424gfw0o
2024-02-16T01:50:25.317000Z,2024-02-16,Alaska,2.9,"34 km SSE of Perryville, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02425r5iiw
2024-02-16T06:00:22.090000Z,2024-02-16,Alaska,2.6,"54 km NE of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02425ttyhd
2024-02-16T07:38:40.520000Z,2024-02-16,California,3.63,"3 km ESE of Ontario, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40671296
2024-02-16T08:41:27.161000Z,2024-02-16,Alaska,3.1,"64 km N of Petersville, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02425v9mgk
2024-02-16T09:23:06.593000Z,2024-02-16,Alaska,3.2,"6 km SW of Kasilof, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02425vr5le
2024-02-16T09:25:43.458000Z,2024-02-16,Alaska,2.8,"5 km SW of Cohoe, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02425vrnuq
2024-02-16T09:49:03.900000Z,2024-02-16,California,2.61,"6 km SSE of San Juan Bautista, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74003491
2024-02-16T15:13:06.960000Z,2024-02-16,California,2.59,"15 km N of Viola, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74003566
2024-02-16T15:30:50.498000Z,2024-02-16,Alaska,3.0,"270 km ESE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzng
2024-02-16T16:24:03.564000Z,2024-02-16,Alaska,2.6,"66 km W of Nanwalek, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02425zxeaa
2024-02-16T19:53:07.831000Z,2024-02-16,Alaska,2.8,"60 km NE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3qy
2024-02-17T01:31:58.041000Z,2024-02-17,Alaska,3.7,"47 km SE of Pope-Vannoy Landing, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02427ekuvu
2024-02-17T04:37:15.860000Z,2024-02-17,California,2.85,"13 km ENE of Borrego Springs, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40671840
2024-02-17T04:49:41.212000Z,2024-02-17,Alaska,2.5,"102 km S of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3vd
2024-02-17T05:33:43.274000Z,2024-02-17,Alaska,3.0,"90 km SE of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3v4
2024-02-17T05:52:03.439000Z,2024-02-17,Alaska,3.6,"42 km S of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3v5
2024-02-17T08:01:52.801000Z,2024-02-17,Alaska,2.5,"11 km NNW of Tanaina, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02427ikg86
2024-02-17T13:05:15.780000Z,2024-02-17,California,2.65,"10 km NW of Pinnacles, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74003946
2024-02-17T13:12:56.305000Z,2024-02-17,Alaska,2.9,"244 km SSE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3zu
2024-02-17T14:08:07.290000Z,2024-02-17,Alaska,2.6,"68 km SSE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02427m6gdf
2024-02-17T14:48:13.487000Z,2024-02-17,Alaska,2.8,"49 km W of Aleneva, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02427mf1ij
2024-02-17T16:50:32.750000Z,2024-02-17,Alaska,3.0,"92 km SE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3zp
2024-02-17T17:36:38.185000Z,2024-02-17,Alaska,2.5,"66 km S of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3zq
2024-02-17T23:25:04.010000Z,2024-02-17,California,2.54,"5 km NE of Westmorland, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40672248
2024-02-18T04:57:01.250000Z,2024-02-18,California,2.96,"7 km W of Petrolia, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74004186
2024-02-18T05:39:59.473000Z,2024-02-18,Alaska,3.1,"37 km E of Yakutat, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024294jnnx
2024-02-18T05:56:43.689000Z,2024-02-18,Alaska,3.0,"73 km ENE of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m49b
2024-02-18T06:40:04.387000Z,2024-02-18,Alaska,2.7,"212 km SSE of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m49j
2024-02-18T14:55:16.811000Z,2024-02-18,Alaska,2.5,"47 km WNW of Nanwalek, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak024299zwa4
2024-02-18T23:32:00.058000Z,2024-02-18,Alaska,2.7,"43 km ESE of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak02429f7qxo
2024-02-19T01:16:34.499000Z,2024-02-19,Alaska,2.6,"72 km SE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m456
2024-02-19T07:00:10.119000Z,2024-02-19,Alaska,3.6,"126 km S of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m054
2024-02-19T07:03:34.850000Z,2024-02-19,California,2.88,"26 km NNW of San Simeon, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74004686
2024-02-19T07:04:03.441000Z,2024-02-19,Alaska,4.3,"121 km S of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m04f
2024-02-19T07:49:27.063000Z,2024-02-19,Alaska,2.8,"122 km SSE of Akhiok, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242atbylq
2024-02-19T09:46:52.074000Z,2024-02-19,Alaska,2.6,"75 km E of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m459
2024-02-19T19:35:14.614000Z,2024-02-19,Alaska,3.2,"21 km SW of Hope, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242b0e4bx
2024-02-19T22:07:55.055000Z,2024-02-19,Alaska,2.6,"206 km SSE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m44t
2024-02-20T02:04:09.206000Z,2024-02-20,Alaska,2.6,"86 km SE of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m48a
2024-02-20T03:31:52.189000Z,2024-02-20,Alaska,2.6,"148 km S of Akhiok, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242cedr6o
2024-02-20T05:24:07.460000Z,2024-02-20,Alaska,2.6,"108 km E of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242cfj0yy
2024-02-20T06:38:49.357000Z,2024-02-20,Alaska,2.8,"243 km ESE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m48h
2024-02-20T11:44:55.135000Z,2024-02-20,Alaska,3.0,"129 km S of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m48c
2024-02-20T12:39:04.134000Z,2024-02-20,Alaska,2.7,"164 km SE of Chignik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242cjs9ot
2024-02-20T14:42:27.585000Z,2024-02-20,Alaska,2.7,"125 km S of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4dq
2024-02-21T02:07:29.493000Z,2024-02-21,Alaska,3.0,"53 km W of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4nx
2024-02-21T04:45:08.591000Z,2024-02-21,Alaska,3.5,"12 km N of Meadow Lakes, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242e2lfx9
2024-02-21T04:52:08.211000Z,2024-02-21,Alaska,2.5,"81 km SE of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4ny
2024-02-21T08:15:23.992000Z,2024-02-21,Alaska,2.5,"52 km W of Happy Valley, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242e4ss2a
2024-02-21T08:47:06.910000Z,2024-02-21,California,2.55,"3 km N of Huntington Park, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci40673512
2024-02-21T09:06:29.850000Z,2024-02-21,California,2.71,"9 km N of Lake Pillsbury, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74005466
2024-02-21T10:47:30.074000Z,2024-02-21,Alaska,4.6,"70 km ENE of Port Alsworth, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242e66il5
2024-02-21T14:01:32.550000Z,2024-02-21,California,3.48,"4 km SSE of Parkfield, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74005576
2024-02-21T14:40:43.981000Z,2024-02-21,Alaska,3.2,"27 km ESE of Livengood, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242e8is6y
2024-02-21T15:12:10.688000Z,2024-02-21,Alaska,2.8,"49 km N of Valdez, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242e8y56u
2024-02-21T17:13:56.566000Z,2024-02-21,Alaska,3.0,"51 km S of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4ce
2024-02-21T20:53:35.567000Z,2024-02-21,Alaska,3.3,"156 km E of McCarthy, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0ml
2024-02-21T22:20:09.718000Z,2024-02-21,Alaska,3.1,"6 km NW of Skwentna, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242ed5w0c
2024-02-22T02:03:39.379000Z,2024-02-22,Alaska,2.7,"86 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000miwt
2024-02-22T03:01:44.524000Z,2024-02-22,Alaska,2.9,"197 km SSW of Inuvik, Canada",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242fpa0l0
2024-02-22T04:14:29.643000Z,2024-02-22,Alaska,3.3,"227 km SE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0pz
2024-02-22T04:39:25.768000Z,2024-02-22,California,2.9,"29 km SSE of Mina, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00873770
2024-02-22T05:50:24.500000Z,2024-02-22,California,2.57,"32 km E of Primo Tapia, B.C., MX",https://earthquake.usgs.gov/earthquakes/eventpage/ci40674064
2024-02-22T08:37:43.214000Z,2024-02-22,California,2.5,"28 km SSE of Mina, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00873783
2024-02-22T09:19:04.258000Z,2024-02-22,Alaska,2.8,"116 km WSW of Akhiok, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242fsydmo
2024-02-22T12:50:05.938000Z,2024-02-22,Alaska,3.5,"275 km SE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0se
2024-02-22T15:48:31.607000Z,2024-02-22,Alaska,3.0,"132 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4q6
2024-02-22T17:03:41.130000Z,2024-02-22,Alaska,2.7,"29 km SE of Minto, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242fxmhtv
2024-02-22T17:35:11.280000Z,2024-02-22,California,3.16,"7 km E of Fremont, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc74006136
2024-02-22T17:53:41.629000Z,2024-02-22,Alaska,2.7,"38 km N of Petersville, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242fxx7n0
2024-02-22T20:11:55.236000Z,2024-02-22,Alaska,3.2,"32 km NW of Lake Minchumina, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242fzgjhg
2024-02-22T21:14:53.117000Z,2024-02-22,Alaska,2.7,"103 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4q7
2024-02-22T21:51:01.910000Z,2024-02-22,Alaska,3.2,"31 km SSE of Skwentna, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242g0afh7
2024-02-22T22:56:08.730000Z,2024-02-22,Alaska,3.1,"153 km SSE of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4q8
2024-02-23T02:09:49.493000Z,2024-02-23,Alaska,2.5,"25 km NNE of Pilot Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242hc9n51
2024-02-23T02:54:01.853000Z,2024-02-23,Alaska,3.7,"5 km SSW of Salcha, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242hcj3dq
2024-02-23T04:29:15.540000Z,2024-02-23,Alaska,2.8,"121 km ESE of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mik2
2024-02-23T07:50:23.064000Z,2024-02-23,Alaska,2.5,"38 km WSW of Cantwell, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242hfhjgw
2024-02-23T08:35:35.833000Z,2024-02-23,Alaska,2.9,"222 km SE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mik9
2024-02-23T09:48:28.212000Z,2024-02-23,Alaska,2.6,"105 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mik3
2024-02-23T10:19:09.111000Z,2024-02-23,Alaska,2.7,"81 km SW of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mika
2024-02-23T12:44:16.204000Z,2024-02-23,Alaska,3.7,"36 km SSW of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mifh
2024-02-23T13:20:13.125000Z,2024-02-23,Alaska,3.0,"61 km W of Dutch Harbor, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mifn
2024-02-23T13:38:53.253000Z,2024-02-23,Alaska,2.7,"70 km SSW of Kokhanok, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242hizmu8
2024-02-23T14:56:49.302000Z,2024-02-23,Alaska,3.4,"72 km ESE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m136
2024-02-23T18:08:37.101000Z,2024-02-23,Alaska,2.5,"78 km SE of King Cove, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mifj
2024-02-23T18:43:56.246000Z,2024-02-23,Alaska,4.4,"52 km NE of Chase, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242hlzvp5
2024-02-24T08:40:22.540000Z,2024-02-24,Alaska,2.7,"153 km SE of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mir5
2024-02-24T08:47:36.220000Z,2024-02-24,Alaska,3.2,"88 km SE of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000miqz
2024-02-24T09:22:29.335000Z,2024-02-24,Alaska,2.7,"90 km SSW of Port Alexander, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242j41rmd
2024-02-24T14:59:56.717000Z,2024-02-24,Alaska,2.9,"240 km SE of Chiniak, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mixg
2024-02-24T22:05:28.321000Z,2024-02-24,Alaska,2.5,"46 km N of Valdez, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak0242jbor5c
2024-02-25T01:10:10.485000Z,2024-02-25,Alaska,2.5,"30 km NW of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1g5
2024-02-25T04:33:03.654000Z,2024-02-25,Alaska,2.5,"23 km E of Akutan, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mism
2024-02-25T05:02:08.886000Z,2024-02-25,Alaska,2.7,"89 km SSE of False Pass, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000misd
2024-02-25T05:56:32.991000Z,2024-02-25,Alaska,2.8,"22 km SE of Nelson Lagoon, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mise
2024-02-25T07:02:26.881000Z,2024-02-25,Alaska,2.8,"60 km SSW of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000misf
2024-02-25T09:19:00.494000Z,2024-02-25,Alaska,2.5,"79 km SSE of Sand Point, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000misi
2024-02-25T10:21:02.666000Z,2024-02-25,Alaska,3.6,"90 km SW of Unalaska, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfvk
